Date,Close,Mean,Median,Up/Down,Gain%/Loss%
2006-04-10,406.82,280.82,289.45,-2.94,-0.72
2006-04-11,409.83,281.15,289.51,3.01,0.74
2006-04-12,437.1,281.56,289.61,27.27,6.65
2006-04-13,444.7,281.98,289.71,7.6,1.74
2006-04-17,427.16,282.35,289.75,-17.54,-3.94
2006-04-18,430.04,282.73,289.78,2.88,0.67
2006-04-19,420.03,283.08,289.99,-10.01,-2.33
2006-04-20,425.73,283.45,290.2,5.7,1.36
2006-04-21,398.9,283.74,290.86,-26.83,-6.3
2006-04-24,402.49,284.04,291.52,3.59,0.9
2006-04-25,394.17,284.32,291.54,-8.32,-2.07
2006-04-26,392.21,284.6,291.57,-1.96,-0.5
2006-04-27,398.87,284.89,291.59,6.66,1.7
2006-04-28,394.3,285.16,291.61,-4.57,-1.15
2006-05-01,397.12,285.44,291.69,2.82,0.72
2006-05-02,408.8,285.75,291.78,11.68,2.94
2006-05-03,411.71,286.07,291.93,2.91,0.71
2006-05-04,384.87,286.31,292.09,-26.84,-6.52
2006-05-05,376.2,286.54,292.2,-8.67,-2.25
2006-05-08,376.86,286.76,292.32,0.66,0.18
2006-05-09,375.99,286.98,292.32,-0.87,-0.23
2006-05-10,381.81,287.22,292.33,5.82,1.55
2006-05-11,370.02,287.42,292.34,-11.79,-3.09
2006-05-12,373.03,287.63,292.35,3.01,0.81
2006-05-15,375.58,287.85,292.54,2.55,0.68
2006-05-16,383.44,288.08,292.72,7.86,2.09
2006-05-17,385.88,288.32,292.78,2.44,0.64
2006-05-18,371.94,288.52,292.84,-13.94,-3.61
2006-05-19,381.0,288.75,292.98,9.06,2.44
2006-05-22,378.25,288.96,293.12,-2.75,-0.72
2006-05-23,382.62,289.19,293.15,4.37,1.16
2006-05-24,387.08,289.42,293.19,4.46,1.17
2006-05-25,394.27,289.68,293.35,7.19,1.86
2006-05-26,386.57,289.91,293.5,-7.7,-1.95
2006-05-30,381.0,290.13,293.62,-5.57,-1.44
2006-05-31,386.52,290.36,293.75,5.52,1.45
2006-06-01,391.0,290.6,294.31,4.48,1.16
2006-06-02,390.93,290.83,294.87,-0.07,-0.02
2006-06-05,388.14,291.07,295.26,-2.79,-0.71
2006-06-06,391.87,291.3,295.65,3.73,0.96
2006-06-07,402.13,291.56,295.73,10.26,2.62
2006-06-08,404.86,291.83,295.8,2.73,0.68
2006-06-09,408.3,292.1,295.89,3.44,0.85
2006-06-12,402.32,292.36,295.98,-5.98,-1.46
2006-06-13,406.48,292.63,296.03,4.16,1.03
2006-06-14,417.81,292.92,296.09,11.33,2.79
2006-06-15,418.2,293.21,296.16,0.39,0.09
2006-06-16,419.33,293.51,296.23,1.13,0.27
2006-06-19,419.33,293.8,296.42,0.0,0.0
2006-06-20,423.2,294.1,296.6,3.87,0.92
2006-06-21,422.8,294.39,296.95,-0.4,-0.09
2006-06-22,423.19,294.69,297.3,0.39,0.09
2006-06-23,427.89,294.99,297.3,4.7,1.11
2006-06-26,418.2,295.28,297.3,-9.69,-2.26
2006-06-27,425.05,295.57,297.37,6.85,1.64
2006-06-28,417.25,295.85,297.44,-7.8,-1.84
2006-06-29,418.34,296.13,297.84,1.09,0.26
2006-06-30,403.5,296.37,298.23,-14.84,-3.55
2006-07-03,411.0,296.63,298.58,7.5,1.86
2006-07-05,401.14,296.87,298.93,-9.86,-2.4
2006-07-06,387.12,297.07,299.01,-14.02,-3.5
2006-07-07,391.75,297.28,299.09,4.63,1.2
2006-07-10,390.9,297.49,299.16,-0.85,-0.22
2006-07-11,391.31,297.7,299.24,0.41,0.1
2006-07-12,385.5,297.9,299.26,-5.81,-1.48
2006-07-13,377.95,298.08,299.28,-7.55,-1.96
2006-07-14,387.49,298.27,299.41,9.54,2.52
2006-07-17,388.12,298.47,299.54,0.63,0.16
2006-07-18,389.17,298.67,299.88,1.05,0.27
2006-07-19,377.17,298.85,300.23,-12.0,-3.08
2006-07-20,375.39,299.02,300.56,-1.78,-0.47
2006-07-21,380.68,299.2,300.89,5.29,1.41
2006-07-24,377.95,299.37,300.93,-2.73,-0.72
2006-07-25,381.0,299.55,300.97,3.05,0.81
2006-07-26,384.5,299.73,301.69,3.5,0.92
2006-07-27,377.67,299.9,302.4,-6.83,-1.78
2006-07-28,368.5,300.05,302.51,-9.17,-2.43
2006-07-31,375.13,300.21,302.62,6.63,1.8
2006-08-01,380.97,300.39,302.96,5.84,1.56
2006-08-02,388.45,300.58,303.29,7.48,1.96
2006-08-03,385.8,300.76,303.35,-2.65,-0.68
2006-08-04,387.09,300.95,303.4,1.29,0.33
2006-08-07,377.3,301.11,303.6,-9.79,-2.53
2006-08-08,379.26,301.28,303.79,1.96,0.52
2006-08-09,373.43,301.43,303.95,-5.83,-1.54
2006-08-10,376.4,301.59,304.1,2.97,0.8
2006-08-11,373.26,301.75,304.3,-3.14,-0.83
2006-08-14,380.95,301.91,304.5,7.69,2.06
2006-08-15,380.95,302.08,304.75,0.0,0.0
2006-08-16,378.95,302.24,305.0,-2.0,-0.53
2006-08-17,384.65,302.42,305.55,5.7,1.5
2006-08-18,378.53,302.58,306.1,-6.12,-1.59
2006-08-21,381.28,302.74,306.64,2.75,0.73
2006-08-22,384.36,302.92,307.19,3.08,0.81
2006-08-23,383.19,303.08,307.57,-1.17,-0.3
2006-08-24,378.49,303.24,307.96,-4.7,-1.23
2006-08-25,380.79,303.4,308.33,2.3,0.61
2006-08-28,384.09,303.57,308.7,3.3,0.87
2006-08-29,392.73,303.76,309.16,8.64,2.25
2006-08-30,406.57,303.97,309.62,13.84,3.52
2006-08-31,403.98,304.17,309.89,-2.59,-0.64
2006-09-01,406.28,304.39,310.17,2.3,0.57
2006-09-05,409.88,304.6,310.26,3.6,0.89
2006-09-06,418.69,304.84,310.35,8.81,2.15
2006-09-07,403.81,305.04,310.53,-14.88,-3.55
2006-09-08,407.39,305.25,310.71,3.58,0.89
2006-09-11,406.85,305.46,310.86,-0.54,-0.13
2006-09-12,407.45,305.66,311.0,0.6,0.15
2006-09-13,403.98,305.86,311.06,-3.47,-0.85
2006-09-14,407.68,306.07,311.13,3.7,0.92
2006-09-15,402.92,306.27,311.22,-4.76,-1.17
2006-09-18,406.98,306.47,311.3,4.06,1.01
2006-09-19,404.04,306.67,311.36,-2.94,-0.72
2006-09-20,415.77,306.89,311.42,11.73,2.9
2006-09-21,411.81,307.1,311.55,-3.96,-0.95
2006-09-22,421.91,307.33,311.68,10.1,2.45
2006-09-25,429.0,307.57,311.79,7.09,1.68
2006-09-26,437.85,307.83,311.9,8.85,2.06
