Date,Close,Mean,Median,Up/Down,Gain%/Loss%
1965-06-11,881.7,716.21,702.43,5.21,0.59
1965-06-14,868.71,716.33,702.44,-12.99,-1.47
1965-06-15,874.57,716.44,702.49,5.86,0.67
1965-06-16,878.07,716.56,702.54,3.5,0.4
1965-06-17,883.06,716.68,702.54,4.99,0.57
1965-06-18,879.17,716.8,702.54,-3.89,-0.44
1965-06-21,874.12,716.91,702.54,-5.05,-0.57
1965-06-22,875.43,717.03,702.55,1.31,0.15
1965-06-23,870.22,717.14,702.67,-5.21,-0.6
1965-06-24,857.76,717.24,702.8,-12.46,-1.43
1965-06-25,854.36,717.34,702.97,-3.4,-0.4
1965-06-28,840.59,717.43,703.15,-13.77,-1.61
1965-06-29,851.4,717.53,703.21,10.81,1.29
1965-06-30,868.03,717.63,703.28,16.63,1.95
1965-07-01,871.59,717.75,703.29,3.56,0.41
1965-07-02,875.16,717.86,703.31,3.57,0.41
1965-07-06,873.18,717.97,703.31,-1.98,-0.23
1965-07-07,870.77,718.08,703.31,-2.41,-0.28
1965-07-08,877.85,718.2,703.37,7.08,0.81
1965-07-09,879.49,718.31,703.43,1.64,0.19
1965-07-12,877.96,718.43,703.61,-1.53,-0.17
1965-07-13,876.97,718.54,703.79,-0.99,-0.11
1965-07-14,883.23,718.66,703.82,6.26,0.71
1965-07-15,880.98,718.78,703.84,-2.25,-0.25
1965-07-16,880.43,718.89,703.88,-0.55,-0.06
1965-07-19,880.26,719.01,703.92,-0.17,-0.02
1965-07-20,868.79,719.12,703.92,-11.47,-1.3
1965-07-21,865.01,719.22,703.92,-3.78,-0.44
1965-07-22,861.77,719.32,704.05,-3.24,-0.37
1965-07-23,863.97,719.43,704.18,2.2,0.26
1965-07-26,867.26,719.53,704.19,3.29,0.38
1965-07-27,863.53,719.63,704.2,-3.73,-0.43
1965-07-28,867.92,719.74,704.28,4.39,0.51
1965-07-29,874.23,719.85,704.35,6.31,0.73
1965-07-30,881.74,719.97,704.6,7.51,0.86
1965-08-02,881.85,720.08,704.85,0.11,0.01
1965-08-03,881.2,720.19,704.99,-0.65,-0.07
1965-08-04,883.88,720.31,705.13,2.68,0.3
1965-08-05,881.63,720.43,705.21,-2.25,-0.25
1965-08-06,882.51,720.54,705.29,0.88,0.1
1965-08-09,879.77,720.65,705.33,-2.74,-0.31
1965-08-10,878.89,720.77,705.37,-0.88,-0.1
1965-08-11,881.47,720.88,705.39,2.58,0.29
1965-08-12,881.96,720.99,705.42,0.49,0.06
1965-08-13,888.82,721.11,705.42,6.86,0.78
1965-08-16,891.13,721.23,705.42,2.31,0.26
1965-08-17,894.26,721.35,705.46,3.13,0.35
1965-08-18,894.37,721.48,705.5,0.11,0.01
1965-08-19,891.79,721.6,705.51,-2.58,-0.29
1965-08-20,889.92,721.72,705.52,-1.87,-0.21
1965-08-23,887.07,721.83,705.57,-2.85,-0.32
1965-08-24,887.12,721.95,705.62,0.05,0.01
1965-08-25,890.85,722.07,705.62,3.73,0.42
1965-08-26,896.18,722.19,705.62,5.33,0.6
1965-08-27,895.96,722.31,705.79,-0.22,-0.02
1965-08-30,895.63,722.43,705.96,-0.33,-0.04
1965-08-31,893.1,722.55,705.99,-2.53,-0.28
1965-09-01,893.6,722.67,706.02,0.5,0.06
1965-09-02,900.4,722.8,706.02,6.8,0.76
1965-09-03,907.97,722.93,706.03,7.57,0.84
1965-09-07,910.11,723.06,706.03,2.14,0.24
1965-09-08,913.68,723.19,706.03,3.57,0.39
1965-09-09,917.47,723.33,706.03,3.79,0.41
1965-09-10,918.95,723.46,706.03,1.48,0.16
1965-09-13,920.92,723.6,706.09,1.97,0.21
1965-09-14,916.59,723.74,706.14,-4.33,-0.47
1965-09-15,922.95,723.87,706.18,6.36,0.69
1965-09-16,931.18,724.02,706.22,8.23,0.89
1965-09-17,928.99,724.16,706.26,-2.19,-0.24
1965-09-20,931.18,724.3,706.31,2.19,0.24
1965-09-21,926.52,724.45,706.43,-4.66,-0.5
1965-09-22,931.62,724.59,706.55,5.1,0.55
1965-09-23,927.45,724.73,706.59,-4.17,-0.45
1965-09-24,929.54,724.87,706.63,2.09,0.23
1965-09-27,937.88,725.02,706.65,8.34,0.9
1965-09-28,935.85,725.16,706.67,-2.03,-0.22
1965-09-29,932.39,725.31,706.75,-3.46,-0.37
1965-09-30,930.58,725.45,706.83,-1.81,-0.19
1965-10-01,929.65,725.59,706.86,-0.93,-0.1
1965-10-04,930.86,725.73,706.88,1.21,0.13
1965-10-05,938.7,725.88,706.91,7.84,0.84
1965-10-06,936.84,726.02,706.95,-1.86,-0.2
1965-10-07,934.42,726.17,707.0,-2.42,-0.26
1965-10-08,938.32,726.31,707.06,3.9,0.42
1965-10-11,942.65,726.46,707.17,4.33,0.46
1965-10-12,941.12,726.61,707.28,-1.53,-0.16
1965-10-13,941.01,726.76,707.3,-0.11,-0.01
1965-10-14,937.5,726.9,707.32,-3.51,-0.37
1965-10-15,940.68,727.05,707.48,3.18,0.34
1965-10-18,945.84,727.2,707.64,5.16,0.55
1965-10-19,947.76,727.35,707.67,1.92,0.2
1965-10-20,948.47,727.5,707.7,0.71,0.07
1965-10-21,950.28,727.65,707.88,1.81,0.19
1965-10-22,952.42,727.81,708.05,2.14,0.23
1965-10-25,948.14,727.96,708.11,-4.28,-0.45
1965-10-26,956.32,728.11,708.16,8.18,0.86
1965-10-27,959.5,728.27,708.16,3.18,0.33
1965-10-28,959.11,728.43,708.17,-0.39,-0.04
1965-10-29,960.82,728.59,708.21,1.71,0.18
1965-11-01,958.96,728.74,708.25,-1.86,-0.19
1965-11-03,961.13,728.9,708.32,2.17,0.23
1965-11-04,961.85,729.06,708.39,0.72,0.07
1965-11-05,959.46,729.22,708.42,-2.39,-0.25
1965-11-08,953.95,729.37,708.45,-5.51,-0.57
1965-11-09,951.72,729.52,708.47,-2.23,-0.23
1965-11-10,951.22,729.67,708.49,-0.5,-0.05
1965-11-11,953.28,729.82,708.72,2.06,0.22
1965-11-12,956.29,729.98,708.94,3.01,0.32
1965-11-15,955.9,730.13,708.96,-0.39,-0.04
1965-11-16,956.51,730.28,708.98,0.61,0.06
1965-11-17,956.57,730.43,708.99,0.06,0.01
1965-11-18,950.5,730.58,708.99,-6.07,-0.63
1965-11-19,952.72,730.73,709.11,2.22,0.23
1965-11-22,946.38,730.88,709.22,-6.34,-0.67
1965-11-23,948.94,731.03,709.24,2.56,0.27
1965-11-24,948.94,731.17,709.26,0.0,0.0
1965-11-26,948.16,731.32,709.38,-0.78,-0.08
1965-11-29,946.93,731.46,709.5,-1.23,-0.13
1965-11-30,946.71,731.61,709.52,-0.22,-0.02
1965-12-01,947.6,731.75,709.54,0.89,0.09
1965-12-02,944.59,731.9,709.65,-3.01,-0.32
1965-12-03,946.1,732.04,709.76,1.51,0.16
1965-12-06,939.53,732.18,709.88,-6.57,-0.69
1965-12-07,951.33,732.33,709.99,11.8,1.26
1965-12-08,946.6,732.47,710.12,-4.73,-0.5
1965-12-09,949.55,732.61,710.25,2.95,0.31
1965-12-10,952.72,732.76,710.26,3.17,0.33
1965-12-13,951.55,732.91,710.27,-1.17,-0.12
1965-12-14,954.06,733.05,710.33,2.51,0.26
1965-12-15,958.74,733.21,710.39,4.68,0.49
1965-12-16,959.13,733.36,710.42,0.39,0.04
1965-12-17,957.85,733.51,710.46,-1.28,-0.13
1965-12-20,952.22,733.65,710.56,-5.63,-0.59
1965-12-21,959.46,733.8,710.66,7.24,0.76
1965-12-22,965.86,733.96,710.66,6.4,0.67
1965-12-23,966.36,734.11,710.67,0.5,0.05
1965-12-27,959.79,734.26,710.67,-6.57,-0.68
1965-12-28,957.96,734.41,710.67,-1.83,-0.19
1965-12-29,960.3,734.56,710.79,2.34,0.24
1965-12-30,963.69,734.71,710.92,3.39,0.35
1965-12-31,969.26,734.87,710.96,5.57,0.58
1966-01-03,968.54,735.02,711.0,-0.72,-0.07
1966-01-04,969.26,735.18,711.0,0.72,0.07
1966-01-05,981.62,735.34,711.01,12.36,1.28
1966-01-06,985.46,735.5,711.07,3.84,0.39
1966-01-07,986.13,735.67,711.13,0.67,0.07
1966-01-10,985.41,735.83,711.18,-0.72,-0.07
1966-01-11,986.85,736.0,711.24,1.44,0.15
1966-01-12,983.96,736.16,711.26,-2.89,-0.29
1966-01-13,985.69,736.33,711.28,1.73,0.18
1966-01-14,987.3,736.49,711.33,1.61,0.16
1966-01-17,989.75,736.66,711.38,2.45,0.25
1966-01-18,994.2,736.83,711.43,4.45,0.45
1966-01-19,991.14,736.99,711.49,-3.06,-0.31
1966-01-20,987.8,737.16,711.59,-3.34,-0.34
1966-01-21,988.14,737.32,711.68,0.34,0.03
1966-01-24,991.42,737.49,711.7,3.28,0.33
1966-01-25,991.64,737.66,711.73,0.22,0.02
1966-01-26,990.92,737.82,711.77,-0.72,-0.07
1966-01-27,990.36,737.99,711.81,-0.56,-0.06
1966-01-28,985.35,738.15,711.96,-5.01,-0.51
1966-01-31,983.51,738.31,712.12,-1.84,-0.19
1966-02-01,975.89,738.46,712.18,-7.62,-0.77
1966-02-02,982.29,738.62,712.25,6.4,0.66
1966-02-03,981.23,738.78,712.4,-1.06,-0.11
1966-02-04,986.35,738.94,712.55,5.12,0.52
1966-02-07,989.69,739.11,712.78,3.34,0.34
1966-02-08,991.03,739.27,713.02,1.34,0.14
1966-02-09,995.15,739.44,713.19,4.12,0.42
1966-02-10,990.81,739.6,713.36,-4.34,-0.44
1966-02-11,989.03,739.76,713.51,-1.78,-0.18
1966-02-14,987.69,739.92,713.67,-1.34,-0.14
1966-02-15,981.57,740.08,713.71,-6.12,-0.62
1966-02-16,982.4,740.24,713.75,0.83,0.08
1966-02-17,975.27,740.39,713.76,-7.13,-0.73
1966-02-18,975.22,740.54,713.77,-0.05,-0.01
1966-02-21,966.48,740.69,713.86,-8.74,-0.9
1966-02-23,960.13,740.83,713.94,-6.35,-0.66
1966-02-24,950.66,740.96,713.99,-9.47,-0.99
1966-02-25,953.0,741.1,714.03,2.34,0.25
1966-02-28,951.89,741.24,714.06,-1.11,-0.12
1966-03-01,938.19,741.36,714.09,-13.7,-1.44
1966-03-02,932.01,741.49,714.12,-6.18,-0.66
1966-03-03,936.35,741.61,714.15,4.34,0.47
1966-03-04,932.34,741.73,714.21,-4.01,-0.43
1966-03-07,917.76,741.85,714.27,-14.58,-1.56
1966-03-08,919.98,741.96,714.3,2.22,0.24
1966-03-09,929.84,742.08,714.32,9.86,1.07
1966-03-10,929.23,742.2,714.34,-0.61,-0.07
1966-03-11,927.95,742.32,714.36,-1.28,-0.14
1966-03-14,917.09,742.43,714.36,-10.86,-1.17
1966-03-15,911.08,742.54,714.36,-6.01,-0.66
1966-03-16,916.03,742.65,714.4,4.95,0.54
1966-03-17,919.32,742.77,714.44,3.29,0.36
1966-03-18,922.88,742.88,714.52,3.56,0.39
1966-03-21,929.17,743.0,714.6,6.29,0.68
1966-03-22,934.52,743.12,714.64,5.35,0.58
1966-03-23,929.0,743.24,714.68,-5.52,-0.59
1966-03-24,928.61,743.36,714.76,-0.39,-0.04
1966-03-25,929.95,743.48,714.84,1.34,0.14
1966-03-28,932.62,743.6,714.88,2.67,0.29
1966-03-29,929.39,743.72,714.92,-3.23,-0.35
1966-03-30,919.76,743.83,714.93,-9.63,-1.04
1966-03-31,924.77,743.94,714.95,5.01,0.54
1966-04-01,931.29,744.06,714.97,6.52,0.71
1966-04-04,937.86,744.19,714.98,6.57,0.71
1966-04-05,944.71,744.31,714.99,6.85,0.73
1966-04-06,945.26,744.44,715.0,0.55,0.06
1966-04-07,945.76,744.57,715.06,0.5,0.05
1966-04-11,942.42,744.69,715.11,-3.34,-0.35
1966-04-12,937.24,744.82,715.41,-5.18,-0.55
1966-04-13,938.36,744.94,715.71,1.12,0.12
1966-04-14,945.48,745.07,715.72,7.12,0.76
1966-04-15,947.77,745.19,715.72,2.29,0.24
1966-04-18,941.98,745.32,715.73,-5.79,-0.61
1966-04-19,941.64,745.44,715.73,-0.34,-0.04
1966-04-20,951.28,745.57,715.87,9.64,1.02
1966-04-21,954.73,745.7,716.01,3.45,0.36
1966-04-22,949.83,745.83,716.1,-4.9,-0.51
1966-04-25,950.55,745.96,716.18,0.72,0.08
1966-04-26,947.21,746.09,716.24,-3.34,-0.35
1966-04-27,944.54,746.21,716.3,-2.67,-0.28
1966-04-28,937.41,746.33,716.31,-7.13,-0.75
1966-04-29,933.68,746.45,716.32,-3.73,-0.4
1966-05-02,931.95,746.57,716.38,-1.73,-0.19
1966-05-03,921.77,746.68,716.45,-10.18,-1.09
1966-05-04,914.86,746.78,716.46,-6.91,-0.75
1966-05-05,899.77,746.88,716.46,-15.09,-1.65
1966-05-06,902.83,746.97,716.46,3.06,0.34
1966-05-09,886.8,747.06,716.46,-16.03,-1.78
1966-05-10,895.48,747.15,716.48,8.68,0.98
1966-05-11,895.43,747.25,716.49,-0.05,-0.01
1966-05-12,885.57,747.33,716.54,-9.86,-1.1
1966-05-13,876.11,747.41,716.58,-9.46,-1.07
1966-05-16,867.53,747.49,716.6,-8.58,-0.98
1966-05-17,864.14,747.56,716.62,-3.39,-0.39
1966-05-18,878.5,747.64,716.66,14.36,1.66
1966-05-19,872.99,747.72,716.7,-5.51,-0.63
1966-05-20,876.89,747.8,716.7,3.9,0.45
1966-05-23,882.46,747.89,716.7,5.57,0.64
1966-05-24,888.41,747.97,716.76,5.95,0.67
1966-05-25,890.42,748.06,716.82,2.01,0.23
1966-05-26,891.75,748.15,716.86,1.33,0.15
1966-05-27,897.04,748.24,716.9,5.29,0.59
1966-05-31,884.07,748.33,717.03,-12.97,-1.45
1966-06-01,883.63,748.41,717.16,-0.44,-0.05
1966-06-02,882.73,748.49,717.21,-0.9,-0.1
1966-06-03,887.86,748.58,717.27,5.13,0.58
1966-06-06,881.68,748.66,717.27,-6.18,-0.7
1966-06-07,877.33,748.74,717.27,-4.35,-0.49
1966-06-08,879.34,748.82,717.41,2.01,0.23
1966-06-09,882.62,748.9,717.55,3.28,0.37
1966-06-10,891.75,748.99,717.56,9.13,1.03
1966-06-13,897.6,749.08,717.57,5.85,0.66
1966-06-14,903.17,749.18,717.63,5.57,0.62
1966-06-15,901.11,749.27,717.7,-2.06,-0.23
1966-06-16,897.16,749.36,717.72,-3.95,-0.44
1966-06-17,894.26,749.45,717.74,-2.9,-0.32
1966-06-20,892.76,749.54,717.85,-1.5,-0.17
1966-06-21,894.98,749.63,717.95,2.22,0.25
1966-06-22,901.0,749.72,718.02,6.02,0.67
1966-06-23,896.43,749.81,718.08,-4.57,-0.51
1966-06-24,897.16,749.9,718.14,0.73,0.08
1966-06-27,888.97,749.99,718.2,-8.19,-0.91
1966-06-28,880.9,750.07,718.21,-8.07,-0.91
1966-06-29,871.6,750.14,718.21,-9.3,-1.06
1966-06-30,870.1,750.22,718.23,-1.5,-0.17
1966-07-01,877.06,750.29,718.25,6.96,0.8
1966-07-05,875.27,750.37,718.29,-1.79,-0.2
1966-07-06,888.86,750.45,718.33,13.59,1.55
1966-07-07,891.64,750.54,718.36,2.78,0.31
1966-07-08,894.04,750.63,718.38,2.4,0.27
1966-07-11,893.09,750.71,718.4,-0.95,-0.11
1966-07-12,886.19,750.8,718.42,-6.9,-0.77
1966-07-13,881.4,750.88,718.44,-4.79,-0.54
1966-07-14,887.8,750.96,718.47,6.4,0.73
1966-07-15,889.36,751.04,718.5,1.56,0.18
1966-07-18,888.41,751.13,718.54,-0.95,-0.11
1966-07-19,884.07,751.21,718.54,-4.34,-0.49
1966-07-20,874.49,751.28,718.55,-9.58,-1.08
1966-07-21,873.99,751.36,718.63,-0.5,-0.06
1966-07-22,869.15,751.43,718.72,-4.84,-0.55
1966-07-25,852.83,751.49,718.76,-16.32,-1.88
1966-07-26,852.17,751.55,718.81,-0.66,-0.08
1966-07-27,856.23,751.61,718.83,4.06,0.48
1966-07-28,854.06,751.68,718.85,-2.17,-0.25
1966-07-29,847.38,751.73,718.88,-6.68,-0.78
1966-08-01,835.18,751.78,718.9,-12.2,-1.44
1966-08-02,832.57,751.83,718.91,-2.61,-0.31
1966-08-03,841.7,751.89,718.93,9.13,1.1
1966-08-04,851.5,751.95,719.12,9.8,1.16
1966-08-05,852.39,752.01,719.32,0.89,0.1
1966-08-08,849.05,752.07,719.45,-3.34,-0.39
1966-08-09,844.82,752.12,719.58,-4.23,-0.5
1966-08-10,838.53,752.17,719.62,-6.29,-0.74
1966-08-11,837.91,752.22,719.66,-0.62,-0.07
1966-08-12,840.53,752.28,719.66,2.62,0.31
1966-08-15,834.85,752.33,719.67,-5.68,-0.68
1966-08-16,823.83,752.37,719.75,-11.02,-1.32
1966-08-17,819.59,752.41,719.84,-4.24,-0.51
1966-08-18,810.74,752.45,719.84,-8.85,-1.08
1966-08-19,804.62,752.48,719.84,-6.12,-0.75
1966-08-22,792.03,752.5,719.86,-12.59,-1.56
1966-08-23,790.14,752.52,719.88,-1.89,-0.24
1966-08-24,799.55,752.55,719.91,9.41,1.19
1966-08-25,792.37,752.57,719.94,-7.18,-0.9
1966-08-26,780.56,752.59,720.02,-11.81,-1.49
1966-08-29,767.03,752.6,720.1,-13.53,-1.73
1966-08-30,775.72,752.61,720.14,8.69,1.13
1966-08-31,788.41,752.63,720.18,12.69,1.64
1966-09-01,792.09,752.66,720.2,3.68,0.47
1966-09-02,787.69,752.68,720.22,-4.4,-0.56
1966-09-06,782.34,752.7,720.3,-5.35,-0.68
1966-09-07,777.39,752.71,720.38,-4.95,-0.63
1966-09-08,774.88,752.72,720.42,-2.51,-0.32
1966-09-09,775.55,752.74,720.46,0.67,0.09
1966-09-12,790.59,752.76,720.48,15.04,1.94
1966-09-13,795.48,752.79,720.49,4.89,0.62
1966-09-14,806.23,752.82,720.51,10.75,1.35
1966-09-15,814.3,752.85,720.53,8.07,1.0
1966-09-16,814.3,752.89,720.61,0.0,0.0
1966-09-19,810.85,752.92,720.69,-3.45,-0.42
1966-09-20,806.01,752.96,720.74,-4.84,-0.6
1966-09-21,793.59,752.98,720.78,-12.42,-1.54
1966-09-22,797.77,753.01,720.83,4.18,0.53
1966-09-23,790.97,753.03,720.87,-6.8,-0.85
1966-09-26,792.7,753.05,720.89,1.73,0.22
1966-09-27,794.09,753.08,720.91,1.39,0.18
1966-09-28,780.95,753.09,720.93,-13.14,-1.65
1966-09-29,772.66,753.1,720.95,-8.29,-1.06
1966-09-30,774.22,753.12,721.02,1.56,0.2
1966-10-03,757.96,753.12,721.09,-16.26,-2.1
1966-10-04,763.19,753.13,721.14,5.23,0.69
1966-10-05,755.45,753.13,721.19,-7.74,-1.01
1966-10-06,749.61,753.12,721.29,-5.84,-0.77
1966-10-07,744.32,753.12,721.38,-5.29,-0.71
1966-10-10,754.51,753.12,721.4,10.19,1.37
1966-10-11,758.63,753.12,721.43,4.12,0.55
1966-10-12,778.17,753.14,721.51,19.54,2.58
1966-10-13,772.93,753.15,721.6,-5.24,-0.67
1966-10-14,771.71,753.16,721.72,-1.22,-0.16
1966-10-17,778.89,753.18,721.84,7.18,0.93
1966-10-18,791.87,753.2,721.9,12.98,1.67
1966-10-19,785.35,753.22,721.97,-6.52,-0.82
1966-10-20,783.68,753.24,722.0,-1.67,-0.21
1966-10-21,787.3,753.25,722.03,3.62,0.46
1966-10-24,787.75,753.28,722.12,0.45,0.06
1966-10-25,793.09,753.3,722.2,5.34,0.68
1966-10-26,801.11,753.33,722.24,8.02,1.01
1966-10-27,809.57,753.36,722.27,8.46,1.06
1966-10-28,807.96,753.39,722.27,-1.61,-0.2
1966-10-31,807.07,753.42,722.28,-0.89,-0.11
1966-11-01,809.63,753.45,722.35,2.56,0.32
1966-11-02,807.29,753.49,722.41,-2.34,-0.29
1966-11-03,804.34,753.52,722.41,-2.95,-0.37
1966-11-04,805.06,753.55,722.41,0.72,0.09
1966-11-07,802.22,753.57,722.45,-2.84,-0.35
1966-11-09,809.91,753.61,722.5,7.69,0.96
1966-11-10,816.87,753.64,722.51,6.96,0.86
1966-11-11,819.09,753.68,722.53,2.22,0.27
1966-11-14,813.75,753.72,722.55,-5.34,-0.65
1966-11-15,815.31,753.75,722.57,1.56,0.19
1966-11-16,820.87,753.79,722.59,5.56,0.68
1966-11-17,816.03,753.83,722.61,-4.84,-0.59
1966-11-18,809.4,753.86,722.61,-6.63,-0.81
1966-11-21,798.16,753.88,722.61,-11.24,-1.39
1966-11-22,794.98,753.91,722.73,-3.18,-0.4
1966-11-23,796.82,753.93,722.84,1.84,0.23
1966-11-25,803.34,753.96,722.84,6.52,0.82
1966-11-28,801.16,753.99,722.84,-2.18,-0.27
1966-11-29,795.26,754.01,722.92,-5.9,-0.74
1966-11-30,791.59,754.03,723.01,-3.67,-0.46
1966-12-01,789.75,754.05,723.05,-1.84,-0.23
1966-12-02,789.47,754.07,723.09,-0.28,-0.04
1966-12-05,791.59,754.09,723.12,2.12,0.27
1966-12-06,797.43,754.12,723.14,5.84,0.74
1966-12-07,808.01,754.15,723.22,10.58,1.33
1966-12-08,812.8,754.18,723.3,4.79,0.59
1966-12-09,813.02,754.22,723.33,0.22,0.03
1966-12-12,820.54,754.26,723.36,7.52,0.92
1966-12-13,816.7,754.29,723.45,-3.84,-0.47
1966-12-14,817.98,754.33,723.54,1.28,0.16
1966-12-15,809.18,754.36,723.54,-8.8,-1.08
1966-12-16,807.18,754.39,723.54,-2.0,-0.25
1966-12-19,798.99,754.41,723.64,-8.19,-1.01
1966-12-20,794.59,754.44,723.74,-4.4,-0.55
1966-12-21,797.43,754.46,723.89,2.84,0.36
1966-12-22,801.67,754.49,724.04,4.24,0.53
1966-12-23,799.1,754.51,724.11,-2.57,-0.32
1966-12-27,792.2,754.54,724.17,-6.9,-0.86
1966-12-28,788.58,754.55,724.25,-3.62,-0.46
1966-12-29,786.35,754.57,724.34,-2.23,-0.28
1966-12-30,785.69,754.59,724.53,-0.66,-0.08
1967-01-03,786.41,754.61,724.71,0.72,0.09
1967-01-04,791.14,754.63,724.73,4.73,0.6
1967-01-05,805.51,754.66,724.75,14.37,1.82
1967-01-06,808.74,754.69,724.78,3.23,0.4
1967-01-09,813.47,754.72,724.81,4.73,0.58
1967-01-10,814.14,754.76,724.82,0.67,0.08
1967-01-11,822.49,754.79,724.83,8.35,1.03
1967-01-12,829.95,754.84,724.95,7.46,0.91
1967-01-13,835.13,754.88,725.07,5.18,0.62
1967-01-16,833.24,754.93,725.41,-1.89,-0.23
1967-01-17,843.65,754.98,725.76,10.41,1.25
1967-01-18,847.49,755.03,725.85,3.84,0.46
1967-01-19,846.44,755.08,725.93,-1.05,-0.12
1967-01-20,847.16,755.13,725.97,0.72,0.09
1967-01-23,847.72,755.18,726.01,0.56,0.07
1967-01-24,847.72,755.24,726.01,0.0,0.0
1967-01-25,840.59,755.28,726.01,-7.13,-0.84
1967-01-26,838.7,755.33,726.14,-1.89,-0.22
1967-01-27,844.04,755.38,726.27,5.34,0.64
1967-01-30,848.11,755.43,726.34,4.07,0.48
1967-01-31,849.89,755.49,726.4,1.78,0.21
1967-02-01,848.39,755.54,726.42,-1.5,-0.18
1967-02-02,853.12,755.59,726.45,4.73,0.56
1967-02-03,857.46,755.65,726.47,4.34,0.51
1967-02-06,855.12,755.7,726.49,-2.34,-0.27
1967-02-07,852.51,755.76,726.51,-2.61,-0.31
1967-02-08,860.97,755.82,726.53,8.46,0.99
1967-02-09,857.52,755.87,726.7,-3.45,-0.4
1967-02-10,855.73,755.93,726.87,-1.79,-0.21
1967-02-13,853.34,755.98,726.91,-2.39,-0.28
1967-02-14,856.9,756.04,726.96,3.56,0.42
1967-02-15,855.79,756.1,727.07,-1.11,-0.13
1967-02-16,851.56,756.15,727.18,-4.23,-0.49
1967-02-17,850.84,756.2,727.44,-0.72,-0.08
1967-02-20,847.88,756.25,727.71,-2.96,-0.35
1967-02-21,844.1,756.3,727.89,-3.78,-0.45
1967-02-23,846.77,756.35,728.07,2.67,0.32
1967-02-24,847.33,756.4,728.15,0.56,0.07
1967-02-27,836.64,756.45,728.23,-10.69,-1.26
1967-02-28,839.37,756.49,728.33,2.73,0.33
1967-03-01,843.49,756.54,728.43,4.12,0.49
1967-03-02,846.71,756.59,728.62,3.22,0.38
1967-03-03,846.6,756.64,728.8,-0.11,-0.01
1967-03-06,842.2,756.69,729.06,-4.4,-0.52
1967-03-07,841.76,756.74,729.32,-0.44,-0.05
1967-03-08,843.32,756.78,729.32,1.56,0.19
1967-03-09,844.15,756.83,729.32,0.83,0.1
1967-03-10,848.5,756.88,729.36,4.35,0.52
1967-03-13,844.82,756.93,729.4,-3.68,-0.43
1967-03-14,844.27,756.98,729.46,-0.55,-0.07
1967-03-15,854.06,757.03,729.53,9.79,1.16
1967-03-16,868.49,757.09,729.81,14.43,1.69
1967-03-17,869.77,757.16,730.09,1.28,0.15
1967-03-20,870.43,757.22,730.09,0.66,0.08
1967-03-21,866.59,757.28,730.09,-3.84,-0.44
1967-03-22,870.55,757.34,730.25,3.96,0.46
1967-03-23,876.67,757.41,730.42,6.12,0.7
1967-03-27,873.72,757.47,730.68,-2.95,-0.34
1967-03-28,875.28,757.54,730.94,1.56,0.18
1967-03-29,871.1,757.6,731.04,-4.18,-0.48
1967-03-30,869.99,757.66,731.14,-1.11,-0.13
1967-03-31,865.98,757.72,731.18,-4.01,-0.46
1967-04-03,859.97,757.78,731.22,-6.01,-0.69
1967-04-04,859.19,757.83,731.26,-0.78,-0.09
1967-04-05,861.19,757.89,731.31,2.0,0.23
1967-04-06,861.25,757.94,731.37,0.06,0.01
1967-04-07,853.34,758.0,731.43,-7.91,-0.92
1967-04-10,842.43,758.04,731.47,-10.91,-1.28
1967-04-11,847.66,758.09,731.51,5.23,0.62
1967-04-12,844.65,758.14,731.75,-3.01,-0.36
1967-04-13,848.83,758.19,731.99,4.18,0.49
1967-04-14,859.74,758.24,732.0,10.91,1.29
1967-04-17,866.59,758.3,732.02,6.85,0.8
1967-04-18,873.0,758.36,732.29,6.41,0.74
1967-04-19,873.94,758.43,732.56,0.94,0.11
1967-04-20,878.62,758.49,732.56,4.68,0.54
1967-04-21,883.18,758.56,732.56,4.56,0.52
1967-04-24,887.53,758.63,732.58,4.35,0.49
1967-04-25,891.2,758.7,732.6,3.67,0.41
1967-04-26,889.03,758.77,732.62,-2.17,-0.24
1967-04-27,894.82,758.85,732.65,5.79,0.65
1967-04-28,897.05,758.92,732.72,2.23,0.25
1967-05-01,892.93,759.0,732.79,-4.12,-0.46
1967-05-02,891.65,759.07,732.86,-1.28,-0.14
1967-05-03,896.77,759.14,732.92,5.12,0.57
1967-05-04,901.95,759.22,732.92,5.18,0.58
1967-05-05,905.96,759.3,732.92,4.01,0.44
1967-05-08,909.63,759.38,733.12,3.67,0.41
1967-05-09,899.89,759.46,733.33,-9.74,-1.07
1967-05-10,894.1,759.53,733.67,-5.79,-0.64
1967-05-11,896.21,759.6,734.02,2.11,0.24
1967-05-12,890.03,759.67,734.18,-6.18,-0.69
1967-05-15,882.41,759.74,734.34,-7.62,-0.86
1967-05-16,885.8,759.81,734.6,3.39,0.38
1967-05-17,882.24,759.87,734.85,-3.56,-0.4
1967-05-18,877.34,759.94,734.88,-4.9,-0.56
1967-05-19,874.55,760.0,734.91,-2.79,-0.32
1967-05-22,871.05,760.06,735.14,-3.5,-0.4
1967-05-23,868.71,760.12,735.37,-2.34,-0.27
1967-05-24,862.42,760.17,736.01,-6.29,-0.72
1967-05-25,870.71,760.23,736.65,8.29,0.96
1967-05-26,870.32,760.29,736.8,-0.39,-0.04
1967-05-29,864.98,760.34,736.95,-5.34,-0.61
1967-05-31,852.56,760.39,737.19,-12.42,-1.44
1967-06-01,864.98,760.45,737.43,12.42,1.46
1967-06-02,863.31,760.51,737.64,-1.67,-0.19
